location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,population,cases_per_million,deaths_per_million,vax_per_hundred,cfr
France,2021-04-18,15502624,332028,66780,1430,7838999,67000000,231382.4,996.7,11.7,0.431
France,2021-04-25,15845127,342503,68255,1475,8492250,67000000,236494.4,1018.7,12.68,0.431
France,2021-05-02,16198754,353627,69779,1524,9145499,67000000,241772.4,1041.5,13.65,0.431
France,2021-05-09,16563948,365194,71352,1573,9798750,67000000,247223.1,1065.0,14.62,0.431
France,2021-05-16,16940936,376988,72976,1624,10452000,67000000,252849.8,1089.2,15.6,0.431
France,2021-05-23,17329726,388790,74651,1675,11105250,67000000,258652.6,1114.2,16.58,0.431
France,2021-05-30,17730108,400382,76375,1724,11758500,67000000,264628.5,1139.9,17.55,0.431
France,2021-06-06,18141659,411551,78148,1773,12411750,67000000,270771.0,1166.4,18.52,0.431
France,2021-06-13,18563761,422102,79966,1818,13065000,67000000,277071.1,1193.5,19.5,0.431
France,2021-06-20,18995618,431857,81827,1861,13718250,67000000,283516.7,1221.3,20.47,0.431
France,2021-06-27,19436274,440656,83725,1898,14371500,67000000,290093.6,1249.6,21.45,0.431
France,2021-07-04,19884646,448372,85656,1931,15024749,67000000,296785.8,1278.4,22.42,0.431
France,2021-07-11,20339548,454902,87616,1960,15677999,67000000,303575.3,1307.7,23.4,0.431
France,2021-07-18,20799720,460172,89598,1982,16331250,67000000,310443.6,1337.3,24.38,0.431
France,2021-07-25,21263865,464145,91598,2000,16984500,67000000,317371.1,1367.1,25.35,0.431
France,2021-08-01,21730671,466806,93609,2011,17637750,67000000,324338.4,1397.1,26.32,0.431
France,2021-08-08,22198849,468178,95625,2016,18290999,67000000,331326.1,1427.2,27.3,0.431
France,2021-08-15,22667154,468305,97643,2018,18944250,67000000,338315.7,1457.4,28.28,0.431
France,2021-08-22,23134412,467258,99655,2012,19597500,67000000,345289.7,1487.4,29.25,0.431
France,2021-08-29,23599541,465129,101659,2004,20250750,67000000,352232.0,1517.3,30.22,0.431
France,2021-09-05,24061570,462029,103649,1990,20904000,67000000,359127.9,1547.0,31.2,0.431
France,2021-09-12,24519648,458078,105623,1974,21557250,67000000,365964.9,1576.5,32.17,0.431
France,2021-09-19,24973056,453408,107576,1953,22210500,67000000,372732.2,1605.6,33.15,0.431
France,2021-09-26,25421207,448151,109506,1930,22863750,67000000,379421.0,1634.4,34.12,0.431
France,2021-10-03,25863652,442445,111412,1906,23517000,67000000,386024.7,1662.9,35.1,0.431
France,2021-10-10,26300069,436417,113292,1880,24170250,67000000,392538.3,1690.9,36.08,0.431
France,2021-10-17,26730254,430185,115145,1853,24823500,67000000,398959.0,1718.6,37.05,0.431
France,2021-10-24,27154116,423862,116971,1826,25476750,67000000,405285.3,1745.8,38.02,0.431
France,2021-10-31,27571654,417538,118770,1799,26130000,67000000,411517.2,1772.7,39.0,0.431
France,2021-11-07,27982944,411290,120541,1771,26783250,67000000,417655.9,1799.1,39.98,0.431
France,2021-11-14,28388122,405178,122287,1746,27436500,67000000,423703.3,1825.2,40.95,0.431
France,2021-11-21,28787360,399238,124007,1720,28089750,67000000,429662.1,1850.9,41.92,0.431
France,2021-11-28,29180853,393493,125702,1695,28743000,67000000,435535.1,1876.1,42.9,0.431
France,2021-12-05,29568793,387940,127373,1671,29396250,67000000,441325.3,1901.1,43.88,0.431
France,2021-12-12,29951359,382566,129021,1648,30049499,67000000,447035.2,1925.7,44.85,0.431
France,2021-12-19,30328696,377337,130646,1625,30702750,67000000,452667.1,1949.9,45.82,0.431
France,2021-12-26,30700906,372210,132250,1604,31355999,67000000,458222.5,1973.9,46.8,0.431
France,2022-01-02,31068031,367125,133831,1581,32009250,67000000,463702.0,1997.5,47.78,0.431
France,2022-01-09,31430053,362022,135391,1560,32662500,67000000,469105.3,2020.8,48.75,0.431
France,2022-01-16,31786882,356829,136928,1537,33315749,67000000,474431.1,2043.7,49.72,0.431
France,2022-01-23,32138358,351476,138442,1514,33969000,67000000,479677.0,2066.3,50.7,0.431
France,2022-01-30,32484251,345893,139932,1490,34622250,67000000,484839.6,2088.5,51.68,0.431
France,2022-02-06,32824261,340010,141396,1464,35275500,67000000,489914.3,2110.4,52.65,0.431
France,2022-02-13,33158032,333771,142834,1438,35928750,67000000,494896.0,2131.9,53.62,0.431
France,2022-02-20,33485151,327119,144243,1409,36581999,67000000,499778.4,2152.9,54.6,0.431
France,2022-02-27,33805165,320014,145622,1379,37235250,67000000,504554.7,2173.5,55.58,0.431
France,2022-03-06,34117586,312421,146968,1346,37888500,67000000,509217.7,2193.6,56.55,0.431
France,2022-03-13,34421909,304323,148278,1310,38541750,67000000,513759.8,2213.1,57.53,0.431
France,2022-03-20,34717621,295712,149552,1274,39195000,67000000,518173.4,2232.1,58.5,0.431
France,2022-03-27,35004216,286595,150787,1235,39848250,67000000,522451.0,2250.6,59.48,0.431
France,2022-04-03,35281204,276988,151980,1193,40501500,67000000,526585.1,2268.4,60.45,0.431
France,2022-04-10,35548127,266923,153130,1150,41154750,67000000,530569.1,2285.5,61.42,0.431
France,2022-04-17,35804566,256439,154235,1105,41808000,67000000,534396.5,2302.0,62.4,0.431
France,2022-04-24,36050154,245588,155292,1057,42461250,67000000,538062.0,2317.8,63.38,0.431
France,2022-05-01,36284581,234427,156302,1010,43114500,67000000,541560.9,2332.9,64.35,0.431
France,2022-05-08,36507601,223020,157263,961,43767750,67000000,544889.6,2347.2,65.32,0.431
France,2022-05-15,36719037,211436,158174,911,44421000,67000000,548045.3,2360.8,66.3,0.431
France,2022-05-22,36918787,199750,159034,860,45074250,67000000,551026.7,2373.6,67.27,0.431
France,2022-05-29,37106821,188034,159844,810,45727500,67000000,553833.1,2385.7,68.25,0.431
France,2022-06-05,37283180,176359,160604,760,46380750,67000000,556465.4,2397.1,69.23,0.431
France,2022-06-12,37447981,164801,161314,710,47034000,67000000,558925.1,2407.7,70.2,0.431
France,2022-06-19,37601407,153426,161975,661,47687250,67000000,561215.0,2417.5,71.18,0.431
France,2022-06-26,37743704,142297,162588,613,48340500,67000000,563338.9,2426.7,72.15,0.431
France,2022-07-03,37875178,131474,163154,566,48993750,67000000,565301.2,2435.1,73.12,0.431
France,2022-07-10,37996189,121011,163675,521,49647000,67000000,567107.3,2442.9,74.1,0.431
France,2022-07-17,38107139,110950,164153,478,50300250,67000000,568763.3,2450.0,75.08,0.431
France,2022-07-24,38208471,101332,164590,437,50953500,67000000,570275.7,2456.6,76.05,0.431
France,2022-07-31,38300660,92189,164987,397,51606750,67000000,571651.6,2462.5,77.03,0.431
France,2022-08-07,38384202,83542,165347,360,52260000,67000000,572898.5,2467.9,78.0,0.431
France,2022-08-14,38459612,75410,165672,325,52260000,67000000,574024.1,2472.7,78.0,0.431
France,2022-08-21,38527415,67803,165964,292,52260000,67000000,575036.0,2477.1,78.0,0.431
France,2022-08-28,38588137,60722,166225,261,52260000,67000000,575942.3,2481.0,78.0,0.431
France,2022-09-04,38642304,54167,166459,234,52260000,67000000,576750.8,2484.5,78.0,0.431
France,2022-09-11,38690432,48128,166666,207,52260000,67000000,577469.1,2487.6,78.0,0.431
France,2022-09-18,38733025,42593,166849,183,52260000,67000000,578104.9,2490.3,78.0,0.431
France,2022-09-25,38770570,37545,167011,162,52260000,67000000,578665.2,2492.7,78.0,0.431
France,2022-10-02,38803534,32964,167153,142,52260000,67000000,579157.2,2494.8,78.0,0.431
France,2022-10-09,38832361,28827,167277,124,52260000,67000000,579587.5,2496.7,78.0,0.431
France,2022-10-16,38857471,25110,167386,109,52260000,67000000,579962.3,2498.3,78.0,0.431
France,2022-10-23,38879254,21783,167479,93,52260000,67000000,580287.4,2499.7,78.0,0.431
France,2022-10-30,38898078,18824,167560,81,52260000,67000000,580568.3,2500.9,78.0,0.431
France,2022-11-06,38914279,16201,167630,70,52260000,67000000,580810.1,2501.9,78.0,0.431
France,2022-11-13,38928167,13888,167690,60,52260000,67000000,581017.4,2502.8,78.0,0.431
France,2022-11-20,38940024,11857,167741,51,52260000,67000000,581194.4,2503.6,78.0,0.431
France,2022-11-27,38950108,10084,167785,44,52260000,67000000,581344.9,2504.3,78.0,0.431
France,2022-12-04,38958650,8542,167821,36,52260000,67000000,581472.4,2504.8,78.0,0.431
France,2022-12-11,38965856,7206,167852,31,52260000,67000000,581579.9,2505.3,78.0,0.431
France,2022-12-18,38971911,6055,167879,27,52260000,67000000,581670.3,2505.7,78.0,0.431
France,2022-12-25,38976978,5067,167900,21,52260000,67000000,581745.9,2506.0,78.0,0.431
France,2023-01-01,38981203,4225,167919,19,52260000,67000000,581809.0,2506.3,78.0,0.431
France,2023-01-08,38984710,3507,167934,15,52260000,67000000,581861.3,2506.5,78.0,0.431
France,2023-01-15,38987611,2901,167946,12,52260000,67000000,581904.6,2506.7,78.0,0.431
France,2023-01-22,38989999,2388,167956,10,52260000,67000000,581940.3,2506.8,78.0,0.431
France,2023-01-29,38991959,1960,167965,9,52260000,67000000,581969.5,2506.9,78.0,0.431
France,2023-02-05,38993561,1602,167972,7,52260000,67000000,581993.4,2507.0,78.0,0.431
France,2023-02-12,38994864,1303,167977,5,52260000,67000000,582012.9,2507.1,78.0,0.431
France,2023-02-19,38995920,1056,167982,5,52260000,67000000,582028.7,2507.2,78.0,0.431
France,2023-02-26,38996773,853,167986,4,52260000,67000000,582041.4,2507.3,78.0,0.431
France,2023-03-05,38997459,686,167989,3,52260000,67000000,582051.6,2507.3,78.0,0.431
France,2023-03-12,38998008,549,167991,2,52260000,67000000,582059.8,2507.3,78.0,0.431
France,2023-03-19,38998446,438,167993,2,52260000,67000000,582066.4,2507.4,78.0,0.431
France,2023-03-26,38998794,348,167994,1,52260000,67000000,582071.6,2507.4,78.0,0.431
France,2023-04-02,38999070,276,167995,1,52260000,67000000,582075.7,2507.4,78.0,0.431
France,2023-04-09,38999287,217,167996,1,52260000,67000000,582078.9,2507.4,78.0,0.431
France,2023-04-16,38999457,170,167997,1,52260000,67000000,582081.4,2507.4,78.0,0.431
France,2023-04-23,38999591,134,167998,1,52260000,67000000,582083.4,2507.4,78.0,0.431
France,2023-04-30,38999695,104,167998,0,52260000,67000000,582085.0,2507.4,78.0,0.431
France,2023-05-07,38999775,80,167999,1,52260000,67000000,582086.2,2507.4,78.0,0.431
France,2023-05-14,38999837,62,167999,0,52260000,67000000,582087.1,2507.4,78.0,0.431
France,2023-05-21,38999885,48,167999,0,52260000,67000000,582087.8,2507.4,78.0,0.431
France,2023-05-28,38999922,37,167999,0,52260000,67000000,582088.4,2507.4,78.0,0.431
France,2023-06-04,38999950,28,167999,0,52260000,67000000,582088.8,2507.4,78.0,0.431
France,2023-06-11,38999971,21,167999,0,52260000,67000000,582089.1,2507.4,78.0,0.431
France,2023-06-18,38999987,16,167999,0,52260000,67000000,582089.4,2507.4,78.0,0.431
France,2023-06-25,39000000,13,168000,1,52260000,67000000,582089.6,2507.5,78.0,0.431
Germany,2020-01-05,55534,55534,254,254,0,83000000,669.1,3.1,0.0,0.457
Germany,2020-01-12,119798,64264,548,294,0,83000000,1443.3,6.6,0.0,0.457
Germany,2020-01-19,193435,73637,885,337,0,83000000,2330.5,10.7,0.0,0.458
Germany,2020-01-26,276993,83558,1268,383,0,83000000,3337.3,15.3,0.0,0.458
Germany,2020-02-02,370890,93897,1698,430,0,83000000,4468.6,20.5,0.0,0.458
Germany,2020-02-09,475391,104501,2176,478,0,83000000,5727.6,26.2,0.0,0.458
Germany,2020-02-16,590583,115192,2704,528,0,83000000,7115.5,32.6,0.0,0.458
Germany,2020-02-23,716357,125774,3280,576,0,83000000,8630.8,39.5,0.0,0.458
Germany,2020-03-01,852402,136045,3903,623,0,83000000,10269.9,47.0,0.0,0.458
Germany,2020-03-08,998199,145797,4570,667,0,83000000,12026.5,55.1,0.0,0.458
Germany,2020-03-15,1153034,154835,5279,709,0,83000000,13892.0,63.6,0.0,0.458
Germany,2020-03-22,1316011,162977,6025,746,0,83000000,15855.6,72.6,0.0,0.458
Germany,2020-03-29,1486084,170073,6804,779,0,83000000,17904.6,82.0,0.0,0.458
Germany,2020-04-05,1662092,176008,7610,806,0,83000000,20025.2,91.7,0.0,0.458
Germany,2020-04-12,1842801,180709,8438,828,0,83000000,22202.4,101.7,0.0,0.458
Germany,2020-04-19,2026958,184157,9281,843,0,83000000,24421.2,111.8,0.0,0.458
Germany,2020-04-26,2213337,186379,10134,853,0,83000000,26666.7,122.1,0.0,0.458
Germany,2020-05-03,2400796,187459,10993,859,0,83000000,28925.3,132.4,0.0,0.458
Germany,2020-05-10,2588327,187531,11851,858,0,83000000,31184.7,142.8,0.0,0.458
Germany,2020-05-17,2775097,186770,12707,856,0,83000000,33434.9,153.1,0.0,0.458
Germany,2020-05-24,2960490,185393,13555,848,0,83000000,35668.6,163.3,0.0,0.458
Germany,2020-05-31,3144130,183640,14396,841,0,83000000,37881.1,173.4,0.0,0.458
Germany,2020-06-07,3325902,181772,15229,833,0,83000000,40071.1,183.5,0.0,0.458
Germany,2020-06-14,3505950,180048,16053,824,0,83000000,42240.4,193.4,0.0,0.458
Germany,2020-06-21,3684677,178727,16871,818,0,83000000,44393.7,203.3,0.0,0.458
Germany,2020-06-28,3862718,178041,17687,816,0,83000000,46538.8,213.1,0.0,0.458
Germany,2020-07-05,4040915,178197,18503,816,0,83000000,48685.7,222.9,0.0,0.458
Germany,2020-07-12,4220274,179359,19324,821,0,83000000,50846.7,232.8,0.0,0.458
Germany,2020-07-19,4401924,181650,20156,832,0,83000000,53035.2,242.8,0.0,0.458
Germany,2020-07-26,4587060,185136,21003,847,0,83000000,55265.8,253.0,0.0,0.458
Germany,2020-08-02,4776896,189836,21873,870,0,83000000,57553.0,263.5,0.0,0.458
Germany,2020-08-09,4972608,195712,22769,896,0,83000000,59910.9,274.3,0.0,0.458
Germany,2020-08-16,5175284,202676,23697,928,0,83000000,62352.8,285.5,0.0,0.458
Germany,2020-08-23,5385881,210597,24661,964,0,83000000,64890.1,297.1,0.0,0.458
Germany,2020-08-30,5605184,219303,25665,1004,0,83000000,67532.3,309.2,0.0,0.458
Germany,2020-09-06,5833773,228589,26712,1047,0,83000000,70286.4,321.8,0.0,0.458
Germany,2020-09-13,6071999,238226,27803,1091,0,83000000,73156.6,335.0,0.0,0.458
Germany,2020-09-20,6319976,247977,28938,1135,0,83000000,76144.3,348.7,0.0,0.458
Germany,2020-09-27,6577571,257595,30118,1180,0,83000000,79247.8,362.9,0.0,0.458
Germany,2020-10-04,6844411,266840,31340,1222,0,83000000,82462.8,377.6,0.0,0.458
Germany,2020-10-11,7119900,275489,32601,1261,0,83000000,85781.9,392.8,0.0,0.458
Germany,2020-10-18,7403240,283340,33899,1298,0,83000000,89195.7,408.4,0.0,0.458
Germany,2020-10-25,7693462,290222,35227,1328,0,83000000,92692.3,424.4,0.0,0.458
Germany,2020-11-01,7989459,295997,36583,1356,0,83000000,96258.5,440.8,0.0,0.458
Germany,2020-11-08,8290033,300574,37959,1376,0,83000000,99879.9,457.3,0.0,0.458
Germany,2020-11-15,8593933,303900,39351,1392,0,83000000,103541.4,474.1,0.0,0.458
Germany,2020-11-22,8899906,305973,40752,1401,0,83000000,107227.8,491.0,0.0,0.458
Germany,2020-11-29,9206735,306829,42157,1405,0,83000000,110924.5,507.9,0.0,0.458
Germany,2020-12-06,9513290,306555,43560,1403,0,83000000,114618.0,524.8,0.0,0.458
Germany,2020-12-13,9818560,305270,44958,1398,0,83000000,118295.9,541.7,0.0,0.458
Germany,2020-12-20,10121697,303137,46346,1388,0,83000000,121948.2,558.4,0.0,0.458
Germany,2020-12-27,10422039,300342,47721,1375,0,83000000,125566.7,575.0,0.0,0.458
Germany,2021-01-03,10719134,297095,49082,1361,0,83000000,129146.2,591.3,0.0,0.458
Germany,2021-01-10,11012760,293626,50426,1344,0,83000000,132683.9,607.5,0.0,0.458
Germany,2021-01-17,11302927,290167,51755,1329,0,83000000,136179.8,623.6,0.0,0.458
Germany,2021-01-24,11589877,286950,53069,1314,0,83000000,139637.1,639.4,0.0,0.458
Germany,2021-01-31,11874081,284204,54370,1301,788500,83000000,143061.2,655.1,0.95,0.458
Germany,2021-02-07,12156218,282137,55662,1292,1577000,83000000,146460.5,670.6,1.9,0.458
Germany,2021-02-14,12437153,280935,56949,1287,2365500,83000000,149845.2,686.1,2.85,0.458
Germany,2021-02-21,12717915,280762,58234,1285,3154000,83000000,153227.9,701.6,3.8,0.458
Germany,2021-02-28,12999655,281740,59524,1290,3942500,83000000,156622.3,717.2,4.75,0.458
Germany,2021-03-07,13283616,283961,60824,1300,4731000,83000000,160043.6,732.8,5.7,0.458
Germany,2021-03-14,13571092,287476,62141,1317,5519499,83000000,163507.1,748.7,6.65,0.458
Germany,2021-03-21,13863388,292296,63479,1338,6308000,83000000,167028.8,764.8,7.6,0.458
Germany,2021-03-28,14161783,298395,64846,1367,7096500,83000000,170623.9,781.3,8.55,0.458
Germany,2021-04-04,14467486,305703,66245,1399,7885000,83000000,174307.1,798.1,9.5,0.458
Germany,2021-04-11,14781607,314121,67684,1439,8673500,83000000,178091.7,815.5,10.45,0.458
Germany,2021-04-18,15105120,323513,69165,1481,9462000,83000000,181989.4,833.3,11.4,0.458
Germany,2021-04-25,15438841,333721,70693,1528,10250500,83000000,186010.1,851.7,12.35,0.458
Germany,2021-05-02,15783401,344560,72271,1578,11038999,83000000,190161.5,870.7,13.3,0.458
Germany,2021-05-09,16139231,355830,73900,1629,11827500,83000000,194448.6,890.4,14.25,0.458
Germany,2021-05-16,16506553,367322,75582,1682,12616000,83000000,198874.1,910.6,15.2,0.458
Germany,2021-05-23,16885374,378821,77317,1735,13404500,83000000,203438.2,931.5,16.15,0.458
Germany,2021-05-30,17275489,390115,79103,1786,14193000,83000000,208138.4,953.0,17.1,0.458
Germany,2021-06-06,17676488,400999,80939,1836,14981500,83000000,212969.7,975.2,18.05,0.458
Germany,2021-06-13,18087767,411279,82822,1883,15770000,83000000,217924.9,997.9,19.0,0.458
Germany,2021-06-20,18508551,420784,84749,1927,16558500,83000000,222994.6,1021.1,19.95,0.458
Germany,2021-06-27,18937908,429357,86715,1966,17347000,83000000,228167.6,1044.8,20.9,0.458
Germany,2021-07-04,19374784,436876,88716,2001,18135499,83000000,233431.1,1068.9,21.85,0.458
Germany,2021-07-11,19818021,443237,90745,2029,18924000,83000000,238771.3,1093.3,22.8,0.458
Germany,2021-07-18,20266394,448373,92798,2053,19712500,83000000,244173.4,1118.0,23.75,0.458
Germany,2021-07-25,20718637,452243,94869,2071,20501000,83000000,249622.1,1143.0,24.7,0.458
Germany,2021-08-01,21173474,454837,96952,2083,21289500,83000000,255102.1,1168.1,25.65,0.458
Germany,2021-08-08,21629648,456174,99041,2089,22077999,83000000,260598.2,1193.3,26.6,0.458
Germany,2021-08-15,22085945,456297,101130,2089,22866499,83000000,266095.7,1218.4,27.55,0.458
Germany,2021-08-22,22541222,455277,103215,2085,23655000,83000000,271581.0,1243.6,28.5,0.458
Germany,2021-08-29,22994425,453203,105290,2075,24443500,83000000,277041.3,1268.6,29.45,0.458
Germany,2021-09-05,23444607,450182,107351,2061,25232000,83000000,282465.1,1293.4,30.4,0.458
Germany,2021-09-12,23890939,446332,109395,2044,26020500,83000000,287842.6,1318.0,31.35,0.458
Germany,2021-09-19,24332721,441782,111418,2023,26809000,83000000,293165.3,1342.4,32.3,0.458
Germany,2021-09-26,24769382,436661,113417,1999,27597500,83000000,298426.3,1366.5,33.25,0.458
Germany,2021-10-03,25200482,431100,115391,1974,28386000,83000000,303620.3,1390.3,34.2,0.458
Germany,2021-10-10,25625708,425226,117338,1947,29174500,83000000,308743.5,1413.7,35.15,0.458
Germany,2021-10-17,26044863,419155,119258,1920,29963000,83000000,313793.5,1436.8,36.1,0.458
Germany,2021-10-24,26457856,412993,121149,1891,30751500,83000000,318769.3,1459.6,37.05,0.458
Germany,2021-10-31,26864688,406832,123011,1862,31540000,83000000,323670.9,1482.1,38.0,0.458
Germany,2021-11-07,27265433,400745,124846,1835,32328499,83000000,328499.2,1504.2,38.95,0.458
Germany,2021-11-14,27660221,394788,126654,1808,33117000,83000000,333255.7,1526.0,39.9,0.458
Germany,2021-11-21,28049223,389002,128435,1781,33905500,83000000,337942.4,1547.4,40.85,0.458
Germany,2021-11-28,28432626,383403,130191,1756,34694000,83000000,342561.8,1568.6,41.8,0.458
Germany,2021-12-05,28810619,377993,131922,1731,35482500,83000000,347115.9,1589.4,42.75,0.458
Germany,2021-12-12,29183375,372756,133629,1707,36270999,83000000,351606.9,1610.0,43.7,0.458
Germany,2021-12-19,29551038,367663,135312,1683,37059500,83000000,356036.6,1630.3,44.65,0.458
Germany,2021-12-26,29913703,362665,136973,1661,37848000,83000000,360406.1,1650.3,45.6,0.458
Germany,2022-01-02,30271415,357712,138611,1638,38636500,83000000,364715.8,1670.0,46.55,0.458
Germany,2022-01-09,30624154,352739,140226,1615,39425000,83000000,368965.7,1689.5,47.5,0.458
Germany,2022-01-16,30971834,347680,141818,1592,40213500,83000000,373154.6,1708.7,48.45,0.458
Germany,2022-01-23,31314298,342464,143386,1568,41002000,83000000,377280.7,1727.5,49.4,0.458
Germany,2022-01-30,31651321,337023,144929,1543,41790499,83000000,381341.2,1746.1,50.35,0.458
Germany,2022-02-06,31982614,331293,146446,1517,42579000,83000000,385332.7,1764.4,51.3,0.458
Germany,2022-02-13,32307826,325212,147935,1489,43367500,83000000,389250.9,1782.3,52.25,0.458
Germany,2022-02-20,32626558,318732,149395,1460,44155999,83000000,393091.1,1799.9,53.2,0.458
Germany,2022-02-27,32938365,311807,150823,1428,44944500,83000000,396847.8,1817.1,54.15,0.458
Germany,2022-03-06,33242776,304411,152216,1393,45732999,83000000,400515.4,1833.9,55.1,0.458
Germany,2022-03-13,33539295,296519,153574,1358,46521500,83000000,404087.9,1850.3,56.05,0.458
Germany,2022-03-20,33827425,288130,154894,1320,47310000,83000000,407559.3,1866.2,57.0,0.458
Germany,2022-03-27,34106672,279247,156172,1278,48098500,83000000,410923.8,1881.6,57.95,0.458
Germany,2022-04-03,34376558,269886,157408,1236,48887000,83000000,414175.4,1896.5,58.9,0.458
Germany,2022-04-10,34636636,260078,158599,1191,49675500,83000000,417308.9,1910.8,59.85,0.458
Germany,2022-04-17,34886501,249865,159743,1144,50464000,83000000,420319.3,1924.6,60.8,0.458
Germany,2022-04-24,35125791,239290,160839,1096,51252500,83000000,423202.3,1937.8,61.75,0.458
Germany,2022-05-01,35354207,228416,161885,1046,52041000,83000000,425954.3,1950.4,62.7,0.458
Germany,2022-05-08,35571508,217301,162880,995,52829500,83000000,428572.4,1962.4,63.65,0.458
Germany,2022-05-15,35777523,206015,163823,943,53618000,83000000,431054.5,1973.8,64.6,0.458
Germany,2022-05-22,35972152,194629,164714,891,54406500,83000000,433399.4,1984.5,65.55,0.458
Germany,2022-05-29,36155364,183212,165553,839,55195000,83000000,435606.8,1994.6,66.5,0.458
Germany,2022-06-05,36327201,171837,166340,787,55983500,83000000,437677.1,2004.1,67.45,0.458
Germany,2022-06-12,36487777,160576,167075,735,56772000,83000000,439611.8,2013.0,68.4,0.458
Germany,2022-06-19,36637268,149491,167760,685,57560500,83000000,441412.9,2021.2,69.35,0.458
Germany,2022-06-26,36775917,138649,168394,634,58349000,83000000,443083.3,2028.8,70.3,0.458
Germany,2022-07-03,36904020,128103,168981,587,59137500,83000000,444626.7,2035.9,71.25,0.458
Germany,2022-07-10,37021928,117908,169521,540,59926000,83000000,446047.3,2042.4,72.2,0.458
Germany,2022-07-17,37130033,108105,170016,495,60714500,83000000,447349.8,2048.4,73.15,0.458
Germany,2022-07-24,37228767,98734,170468,452,61503000,83000000,448539.4,2053.8,74.1,0.458
Germany,2022-07-31,37318592,89825,170879,411,62291500,83000000,449621.6,2058.8,75.05,0.458
Germany,2022-08-07,37399992,81400,171252,373,63080000,83000000,450602.3,2063.3,76.0,0.458
Germany,2022-08-14,37473468,73476,171589,337,63080000,83000000,451487.6,2067.3,76.0,0.458
Germany,2022-08-21,37539533,66065,171891,302,63080000,83000000,452283.5,2071.0,76.0,0.458
Germany,2022-08-28,37598698,59165,172162,271,63080000,83000000,452996.4,2074.2,76.0,0.458
Germany,2022-09-04,37651476,52778,172404,242,63080000,83000000,453632.2,2077.2,76.0,0.458
Germany,2022-09-11,37698369,46893,172618,214,63080000,83000000,454197.2,2079.7,76.0,0.458
Germany,2022-09-18,37739870,41501,172808,190,63080000,83000000,454697.2,2082.0,76.0,0.458
Germany,2022-09-25,37776453,36583,172976,168,63080000,83000000,455138.0,2084.0,76.0,0.458
Germany,2022-10-02,37808572,32119,173123,147,63080000,83000000,455525.0,2085.8,76.0,0.458
Germany,2022-10-09,37836660,28088,173252,129,63080000,83000000,455863.4,2087.4,76.0,0.458
Germany,2022-10-16,37861125,24465,173364,112,63080000,83000000,456158.1,2088.7,76.0,0.458
Germany,2022-10-23,37882350,21225,173461,97,63080000,83000000,456413.9,2089.9,76.0,0.458
Germany,2022-10-30,37900691,18341,173545,84,63080000,83000000,456634.8,2090.9,76.0,0.458
Germany,2022-11-06,37916477,15786,173617,72,63080000,83000000,456825.0,2091.8,76.0,0.458
Germany,2022-11-13,37930008,13531,173679,62,63080000,83000000,456988.0,2092.5,76.0,0.458
Germany,2022-11-20,37941562,11554,173732,53,63080000,83000000,457127.3,2093.2,76.0,0.458
Germany,2022-11-27,37951388,9826,173777,45,63080000,83000000,457245.6,2093.7,76.0,0.458
Germany,2022-12-04,37959710,8322,173815,38,63080000,83000000,457345.9,2094.2,76.0,0.458
Germany,2022-12-11,37966731,7021,173847,32,63080000,83000000,457430.5,2094.5,76.0,0.458
Germany,2022-12-18,37972631,5900,173874,27,63080000,83000000,457501.6,2094.9,76.0,0.458
Germany,2022-12-25,37977569,4938,173897,23,63080000,83000000,457561.1,2095.1,76.0,0.458
Germany,2023-01-01,37981685,4116,173916,19,63080000,83000000,457610.7,2095.4,76.0,0.458
Germany,2023-01-08,37985102,3417,173931,15,63080000,83000000,457651.8,2095.6,76.0,0.458
Germany,2023-01-15,37987928,2826,173944,13,63080000,83000000,457685.9,2095.7,76.0,0.458
Germany,2023-01-22,37990256,2328,173955,11,63080000,83000000,457713.9,2095.8,76.0,0.458
Germany,2023-01-29,37992165,1909,173964,9,63080000,83000000,457736.9,2096.0,76.0,0.458
Germany,2023-02-05,37993726,1561,173971,7,63080000,83000000,457755.7,2096.0,76.0,0.458
Germany,2023-02-12,37994995,1269,173977,6,63080000,83000000,457771.0,2096.1,76.0,0.458
Germany,2023-02-19,37996025,1030,173981,4,63080000,83000000,457783.4,2096.2,76.0,0.458
Germany,2023-02-26,37996856,831,173985,4,63080000,83000000,457793.4,2096.2,76.0,0.458
Germany,2023-03-05,37997524,668,173988,3,63080000,83000000,457801.5,2096.2,76.0,0.458
Germany,2023-03-12,37998059,535,173991,3,63080000,83000000,457807.9,2096.3,76.0,0.458
Germany,2023-03-19,37998486,427,173993,2,63080000,83000000,457813.1,2096.3,76.0,0.458
Germany,2023-03-26,37998825,339,173994,1,63080000,83000000,457817.2,2096.3,76.0,0.458
Germany,2023-04-02,37999094,269,173995,1,63080000,83000000,457820.4,2096.3,76.0,0.458
Germany,2023-04-09,37999305,211,173996,1,63080000,83000000,457823.0,2096.3,76.0,0.458
Germany,2023-04-16,37999471,166,173997,1,63080000,83000000,457825.0,2096.3,76.0,0.458
Germany,2023-04-23,37999601,130,173998,1,63080000,83000000,457826.5,2096.4,76.0,0.458
Germany,2023-04-30,37999702,101,173998,0,63080000,83000000,457827.7,2096.4,76.0,0.458
Germany,2023-05-07,37999781,79,173998,0,63080000,83000000,457828.7,2096.4,76.0,0.458
